# www.neaspec.com
# Scan:	 	Fourier Scan
# Project:	 	Raul_May_2019
# Description:	 	Au referencia
# Date:	 	05/19/2019 23:34:43
# Scanner Center Position (X, Y):	[µm]	49.79	50.07	 
# Rotation:	[°]	0	 	 
# Scan Area (X, Y, Z):	[µm]	0.000	0.000	0.000
# Pixel Area (X, Y, Z):	[px]	1	1	1024
# Interferometer Center/Distance:	[µm]	600.000	500.000	 
# Averaging:	 	40	 	 
# Integration time:	[ms]	20	 	 
# Laser Source:	 	Synchrotron
# Target Wavelength:	[µm]		 	 
# Demodulation Mode:	 	Fourier
# Tip Frequency:	[Hz]	237,595.092	 	 
# Tip Amplitude:	[mV]	18.700	 	 
# Tapping Amplitude:	[nm]	88.575	 	 
# Modulation Frequency:	[Hz]	0.000	 	 
# Modulation Amplitude:	[mV]	0.000	 	 
# Modulation Offset:	[mV]	0.000	 	 
# Setpoint:	[%]	70.46	 	 
# Regulator (P, I, D):	 	1.654753	8.971036	1.000000
# Tip Potential:	[mV]	0.000	 	 
# M1A Scaling:	[nm/V]	4.978	 	 
# Version:	 	1.8.4702.0
Row	Column	Omega	Wavenumber	O0A	O0P	O1A	O1P	O2A	O2P	O3A	O3P	O4A	O4P	O5A	O5P	
0	0	111	272.089490894475	34.08008	0.4885296	1.128729	3.093131	0.1416508	-2.723508	0.05261874	-1.610236	0.4466119	-1.26009	0.004629309	-2.991585	
0	0	112	274.5407475692	40.42797	-0.6724436	0.8129174	1.49833	0.08487616	1.615735	0.05158015	0.5019451	0.3554624	-2.251751	0.004184199	2.325943	
0	0	113	276.992004243925	46.16045	-1.739282	0.4956192	-0.5064181	0.07224259	-0.5086957	0.1266258	-0.5160021	0.2474943	2.924789	0.003206601	1.293836	
0	0	114	279.44326091865	47.57233	-2.731746	0.7585093	-2.77728	0.09124286	-2.597068	0.1620837	-1.521645	0.1679498	1.554916	0.002106444	0.1105312	
0	0	115	281.894517593375	42.45466	2.604805	1.250847	2.034119	0.1392075	2.00184	0.1560445	-2.489035	0.1599545	0.01571867	0.001445751	-1.302262	
0	0	116	284.3457742681	30.76542	1.680648	1.445833	0.758233	0.1720824	0.5772359	0.116694	2.936236	0.1922491	-1.247842	0.001307335	-2.530661	
0	0	117	286.797030942825	14.41656	0.7342242	1.191107	-0.5782223	0.1580479	-0.872609	0.0702545	2.466805	0.2140348	-2.287896	0.00131775	-3.108861	
0	0	118	289.24828761755	4.055248	-2.775066	0.7413374	-2.447979	0.1265619	-2.77975	0.07645772	2.439955	0.2096298	3.051442	0.002084367	2.905424	
0	0	119	291.699544292275	20.45389	2.321779	1.184648	1.569605	0.2094414	1.450246	0.1147831	1.773014	0.1799421	2.159816	0.003740585	2.308348	
0	0	120	294.150800967	33.4287	1.424785	2.166221	0.08001347	0.3749115	-0.01778623	0.1317605	0.7415323	0.1332483	1.339345	0.005602901	1.534432	
